run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin,thioacetazone
ERR245777,,,PRJEB2358,SAMEA1708255,,,,,,S,,,R,,,,,,,S,S,,
ERR245778,,,PRJEB2358,SAMEA1708433,,,,,,,,,S,,,,,,,,S,,
ERR245779,,,PRJEB2358,SAMEA1708444,,,,,,,,,S,,,,,,,,S,,
ERR245781,,,PRJEB2358,SAMEA1708470,,,,,,,,,S,,,,,,,,S,,
ERR245782,,,PRJEB2358,SAMEA1708486,,,,,,,,,S,,,,,,,,S,,
ERR245783,,,PRJEB2358,SAMEA1708335,,,,,,,,,S,,,,,,,,S,,
ERR245784,,,PRJEB2358,SAMEA1708364,,,,,,,,,S,,,,,,,,S,,
ERR245786,,,PRJEB2358,SAMEA1708401,,,,,,,,,S,,,,,,,,S,,
ERR245788,,,PRJEB2358,SAMEA1708357,,,,,,,,,S,,,,,,,,S,,
ERR245789,,,PRJEB2358,SAMEA1708338,,,,,,,,,S,,,,,,,,S,,
ERR245791,,,PRJEB2358,SAMEA1708491,,,,,,,,,S,,,,,,,,S,,
ERR245796,,,PRJEB2358,SAMEA1708239,,,,,,,,,S,,,,,,,,S,,
ERR245797,,,PRJEB2358,SAMEA1708245,,,,,,,,,S,,,,,,,,S,,
ERR245798,,,PRJEB2358,SAMEA1708267,,,,,,,,,S,,,,,,,,S,,
ERR245799,,,PRJEB2358,SAMEA1708277,,,,,,,,,S,,,,,,,,S,,
ERR245800,,,PRJEB2358,SAMEA1708307,,,,,,,,,S,,,,,,,,S,,
ERR245803,,,PRJEB2358,SAMEA1708372,,,,,,,,,S,,,,,,,,S,,
ERR245804,,,PRJEB2358,SAMEA1708340,,,,,,,,,S,,,,,,,,S,,
ERR245805,,,PRJEB2358,SAMEA1708419,,,,,,S,,,R,,,,,,,S,S,S,
ERR245807,,,PRJEB2358,SAMEA1708412,,,,,,,,,S,,,,,,,,S,,
ERR245808,,,PRJEB2358,SAMEA1708336,,,,,,,,,S,,,,,,,,S,,
ERR245812,,,PRJEB2358,SAMEA1708325,,,,,,,,,S,,,,,,,,S,,
ERR245813,,,PRJEB2358,SAMEA1708268,,,,,,,,,S,,,,,,,,S,,
ERR245826,,,PRJEB2358,SAMEA1708422,,,,,,,,,S,,,,,,,,S,,
ERR245827,,,PRJEB2358,SAMEA1708310,,,,,,,,,S,,,,,,,,S,,
ERR245828,,,PRJEB2358,SAMEA1708328,,,,,,,,,S,,,,,,,,S,,
ERR245829,,,PRJEB2358,SAMEA1708306,,,,,,S,,,R,,,,,,,S,S,S,
ERR245830,,,PRJEB2358,SAMEA1708219,,,,,,,,,S,,,,,,,,S,,
ERR245831,,,PRJEB2358,SAMEA1708187,,,,,,,,,S,,,,,,,,S,,
ERR245832,,,PRJEB2358,SAMEA1708242,,,,,,S,,,R,,,,,,,S,S,S,
ERR245834,,,PRJEB2358,SAMEA1708236,,,,,,,,,S,,,,,,,,S,,
ERR245836,,,PRJEB2358,SAMEA1708203,,,,,,S,,,R,,,,,,,S,S,R,
ERR245837,,,PRJEB2358,SAMEA1708259,,,,,,,,,S,,,,,,,,S,,
ERR245838,,,PRJEB2358,SAMEA1708276,,,,,,S,,,R,,,,,,,S,S,S,
ERR245839,,,PRJEB2358,SAMEA1708283,,,,,,,,,S,,,,,,,,S,,
ERR245840,,,PRJEB2358,SAMEA1708301,,,,,,,,,S,,,,,,,,S,,
ERR245842,,,PRJEB2358,SAMEA1708344,,,,,,,,,S,,,,,,,,S,,
ERR245844,,,PRJEB2358,SAMEA1708406,,,,,,,,,S,,,,,,,,S,,
ERR245845,,,PRJEB2358,SAMEA1708390,,,,,,,,,S,,,,,,,,S,,
ERR245849,,,PRJEB2358,SAMEA1708454,,,,,,,,,S,,,,,,,,S,,
ERR2510597,,,PRJEB25972,SAMEA1102294,,,,,,S,,,R,,,,,,,S,R,,
ERR2510598,,,PRJEB25972,SAMEA1102295,,,,,,R,,,R,,,,,,,S,R,,
ERR2512929,,,PRJEB25991,SAMEA1118110,,,,,,S,,,S,,,,,,,S,S,,
ERR2513101,,,PRJEB25991,SAMEA1118282,,,,,,S,,,S,,,,,,,S,S,,
ERR2513173,,,PRJEB25991,SAMEA1118354,,,,,,S,,,S,,,,,,,S,S,,
ERR2513342,,,PRJEB25991,SAMEA1118523,,,,,,S,,,S,,,,,,,S,S,,
ERR2513773,,,PRJEB25991,SAMEA1118954,,,,,,S,,,S,,,,,,,S,S,,
ERR2513862,,,PRJEB25991,SAMEA1119043,,,,,,S,,,S,,,,,,,S,S,,
ERR2514008,,,PRJEB25991,SAMEA1119189,,,,,,S,,,R,,,,,,,R,S,,
ERR2514193,,,PRJEB25991,SAMEA1119374,,,,,,S,,,S,,,,,,,S,S,,
ERR2514913,,,PRJEB25991,SAMEA1397398,,,,,,S,,,S,,,,,,,S,S,,
ERR400307,,,PRJEB5162,SAMEA2297131,,,,,,S,,,S,,,,,,,S,S,S,
ERR400308,,,PRJEB5162,SAMEA2297132,,,,,,S,,,S,,,,,,,S,S,S,
ERR400309,,,PRJEB5162,SAMEA2297133,,,,,,S,,,S,,,,,,,S,S,S,
ERR400311,,,PRJEB5162,SAMEA2297135,,,,,,S,,,S,,,,,,,S,S,S,
ERR400312,,,PRJEB5162,SAMEA2297136,,,,,,S,,,S,,,,,,,S,S,S,
ERR400313,,,PRJEB5162,SAMEA2297137,,,,,,S,,,S,,,,,,,S,S,S,
ERR400314,,,PRJEB5162,SAMEA2297138,,,,,,S,,,S,,,,,,,S,S,S,
ERR400316,,,PRJEB5162,SAMEA2297140,,,,,,S,,,S,,,,,,,S,S,S,
ERR400317,,,PRJEB5162,SAMEA2297141,,,,,,S,,,S,,,,,,,S,S,S,
ERR400318,,,PRJEB5162,SAMEA2297142,,,,,,S,,,S,,,,,,,S,S,S,
ERR400324,,,PRJEB5162,SAMEA2297148,,,,,,S,,,S,,,,,,,S,S,S,
ERR400325,,,PRJEB5162,SAMEA2297149,,,,,,S,,,S,,,,,,,S,S,S,
ERR400327,,,PRJEB5162,SAMEA2297151,,,,,,S,,,S,,,,,,,S,S,S,
ERR400328,,,PRJEB5162,SAMEA2297152,,,,,,S,,,S,,,,,,,S,S,S,
ERR400329,,,PRJEB5162,SAMEA2297153,,,,,,,,,S,,,,,,,,,,
ERR400330,,,PRJEB5162,SAMEA2297154,,,,,,S,,,S,,,,,,,S,S,S,
ERR400331,,,PRJEB5162,SAMEA2297155,,,,,,S,,,R,,,,,,,S,S,R,
ERR400332,,,PRJEB5162,SAMEA2297156,,,,,,S,,,S,,,,,,,S,S,S,
ERR400333,,,PRJEB5162,SAMEA2297157,,,,,,S,,,S,,,,,,,S,S,S,
ERR400334,,,PRJEB5162,SAMEA2297158,,,,,,S,,,S,,,,,,,S,S,S,
ERR400337,,,PRJEB5162,SAMEA2297161,,,,,,S,,,S,,,,,,,S,S,S,
ERR400338,,,PRJEB5162,SAMEA2297162,,,,,,S,,,S,,,,,,,S,S,S,
ERR400339,,,PRJEB5162,SAMEA2297163,,,,,,S,,,S,,,,,,,S,S,S,
ERR400340,,,PRJEB5162,SAMEA2297164,,,,,,,,,S,,,,,,,,,,
ERR400341,,,PRJEB5162,SAMEA2297165,,,,,,S,,,S,,,,,,,S,S,S,
ERR400342,,,PRJEB5162,SAMEA2297166,,,,,,,,,R,,,,,,,,,,
ERR400343,,,PRJEB5162,SAMEA2297167,,,,,,S,,,S,,,,,,,S,S,S,
ERR400347,,,PRJEB5162,SAMEA2297171,,,,,,S,,,S,,,,,,,S,S,S,
ERR400348,,,PRJEB5162,SAMEA2297172,,,,,,S,,,S,,,,,,,S,S,S,
ERR400351,,,PRJEB5162,SAMEA2297175,,,,,,S,,,S,,,,,,,S,S,S,
ERR400352,,,PRJEB5162,SAMEA2297176,,,,,,S,,,S,,,,,,,S,S,S,
ERR400353,,,PRJEB5162,SAMEA2297177,,S,,,,S,,,R,,,,,,,S,S,R,
ERR400354,,,PRJEB5162,SAMEA2297178,,,,,,S,,,S,,,,,,,S,S,S,
ERR400357,,,PRJEB5162,SAMEA2297181,,,,,,S,,,S,,,,,,,S,S,S,
ERR400358,,,PRJEB5162,SAMEA2297182,,,,,,S,,,S,,,,,,,S,S,S,
ERR400364,,,PRJEB5162,SAMEA2297188,,,,,,S,,,S,,,,,,,S,S,S,
ERR400368,,,PRJEB5162,SAMEA2297192,,,,,,S,,,S,,,,,,,S,S,S,
ERR400369,,,PRJEB5162,SAMEA2297193,,,,,,S,,,S,,,,,,,S,S,S,
ERR400370,,,PRJEB5162,SAMEA2297194,,,,,,S,,,S,,,,,,,S,S,S,
ERR400375,,,PRJEB5162,SAMEA2297199,,,,,,S,,,S,,,,,,,S,S,S,
ERR400376,,,PRJEB5162,SAMEA2297200,,,,,,S,,,S,,,,,,,S,S,S,
ERR400377,,,PRJEB5162,SAMEA2297201,,,,,,S,,,S,,,,,,,S,S,S,
ERR400378,,,PRJEB5162,SAMEA2297202,,,,,,S,,,S,,,,,,,S,S,S,
ERR400379,,,PRJEB5162,SAMEA2297203,,,,,,,,,S,,,,,,,,,,
ERR400380,,,PRJEB5162,SAMEA2297204,,S,,,,S,,,S,,,,,,,S,S,,
ERR400381,,,PRJEB5162,SAMEA2297205,,S,,,,S,,,S,,,,,,,S,S,,
ERR400382,S,,PRJEB5162,SAMEA2296953,S,,,,,R,,,R,S,,,R,,,R,R,R,
ERR400383,,,PRJEB5162,SAMEA2296954,,,,,,S,,,S,,,,,,,S,S,S,
ERR400386,,,PRJEB5162,SAMEA2296957,,,,,,S,,,S,,,,,,,R,S,S,
ERR400387,,,PRJEB5162,SAMEA2296958,,,,,,S,,,S,,,,,,,S,S,S,
ERR400389,,,PRJEB5162,SAMEA2296960,,,,,,S,,,S,,,,,,,S,S,S,
ERR400390,,,PRJEB5162,SAMEA2296961,,,,,,S,,,S,,,,,,,S,S,S,
ERR400391,,,PRJEB5162,SAMEA2296962,,,,,,S,,,S,,,,,,,S,S,S,
ERR400392,,,PRJEB5162,SAMEA2296963,,,,,,S,,,S,,,,,,,S,S,S,
ERR400393,,,PRJEB5162,SAMEA2296964,,,,,,S,,,S,,,,,,,S,S,S,
ERR400394,,,PRJEB5162,SAMEA2296965,,,,,,S,,,S,,,,,,,S,S,S,
ERR400395,,,PRJEB5162,SAMEA2296966,,,,,,S,,,S,,,,,,,S,S,S,
ERR400396,,,PRJEB5162,SAMEA2296967,,S,,,,S,,,R,,,,,,,S,S,R,
ERR400397,,,PRJEB5162,SAMEA2296968,,,,,,S,,,S,,,,,,,S,S,S,
ERR400398,,,PRJEB5162,SAMEA2296969,,,,,,S,,,S,,,,,,,S,S,S,
ERR400399,,,PRJEB5162,SAMEA2296970,,,,,,S,,,R,,,,,,,S,S,S,
ERR400400,,,PRJEB5162,SAMEA2296971,,,,,,S,,,S,,,,,,,S,S,S,
ERR400401,,,PRJEB5162,SAMEA2296972,,,,,,S,,,S,,,,,,,S,S,S,
ERR400402,,,PRJEB5162,SAMEA2296973,,,,,,S,,,S,,,,,,,S,S,S,
ERR400403,,,PRJEB5162,SAMEA2296974,,,,,,S,,,S,,,,,,,S,S,S,
ERR400404,,,PRJEB5162,SAMEA2296975,,,,,,S,,,S,,,,,,,S,S,S,
ERR400405,,,PRJEB5162,SAMEA2296976,,,,,,S,,,S,,,,,,,S,S,S,
ERR400406,,,PRJEB5162,SAMEA2296977,,,,,,S,,,S,,,,,,,S,S,R,
ERR400407,,,PRJEB5162,SAMEA2296978,,,,,,S,,,S,,,,,,,S,S,S,
ERR400408,,,PRJEB5162,SAMEA2296979,,,,,,S,,,S,,,,,,,S,S,S,
ERR400409,,,PRJEB5162,SAMEA2296980,,,,,,S,,,S,,,,,,,S,S,S,
ERR400411,,,PRJEB5162,SAMEA2296982,,,,,,S,,,S,,,,,,,S,S,S,
ERR400413,,,PRJEB5162,SAMEA2296984,,,,,,S,,,S,,,,,,,S,S,S,
ERR400414,,,PRJEB5162,SAMEA2296985,,,,,,S,,,S,,,,,,,S,S,S,
ERR400415,,,PRJEB5162,SAMEA2296986,,,,,,S,,,S,,,,,,,S,S,S,
ERR400416,,,PRJEB5162,SAMEA2296987,,,,,,S,,,S,,,,,,,S,S,S,
ERR400417,,,PRJEB5162,SAMEA2296988,,,,,,S,,,S,,,,,,,S,S,S,
ERR400418,,,PRJEB5162,SAMEA2296989,,,,,,S,,,S,,,,,,,S,S,S,
ERR400419,,,PRJEB5162,SAMEA2296990,,,,,,S,,,S,,,,,,,S,S,S,
ERR400421,,,PRJEB5162,SAMEA2296992,,,,,,S,,,S,,,,,,,S,S,S,
ERR400422,S,,PRJEB5162,SAMEA2296993,S,,,,,S,,,R,S,,,S,S,,S,S,S,
ERR400423,,,PRJEB5162,SAMEA2296994,,,,,,S,,,S,,,,,,,S,S,S,
ERR400424,,,PRJEB5162,SAMEA2296995,,,,,,S,,,S,,,,,,,S,S,S,
ERR400425,,,PRJEB5162,SAMEA2296996,,,,,,S,,,S,,,,,,,S,S,S,
ERR400426,,,PRJEB5162,SAMEA2296997,,,,,,S,,,S,,,,,,,S,S,S,
ERR400427,,,PRJEB5162,SAMEA2296998,,,,,,S,,,S,,,,,,,S,S,S,
ERR400429,,,PRJEB5162,SAMEA2297000,,,,,,S,,,S,,,,,,,S,S,S,
ERR400430,,,PRJEB5162,SAMEA2297001,,,,,,S,,,S,,,,,,,S,S,S,
ERR400431,,,PRJEB5162,SAMEA2297002,,,,,,R,,,S,,,,,,,S,S,S,
ERR400432,,,PRJEB5162,SAMEA2297003,,,,,,S,,,S,,,,,,,S,S,S,
ERR400433,,,PRJEB5162,SAMEA2297004,,,,,,S,,,S,,,,,,,S,S,S,
ERR400434,,,PRJEB5162,SAMEA2297005,,,,,,S,,,S,,,,,,,S,S,S,
ERR400435,,,PRJEB5162,SAMEA2297006,,,,,,S,,,S,,,,,,,S,S,S,
ERR400436,,,PRJEB5162,SAMEA2297007,,,,,,S,,,S,,,,,,,S,S,S,
ERR400437,,,PRJEB5162,SAMEA2297008,,,,,,S,,,S,,,,,,,S,S,S,
ERR400439,,,PRJEB5162,SAMEA2297010,,,,,,S,,,S,,,,,,,S,S,S,
ERR400440,,,PRJEB5162,SAMEA2297011,,,,,,S,,,S,,,,,,,S,S,S,
ERR400441,,,PRJEB5162,SAMEA2297012,,,,,,S,,,S,,,,,,,S,S,S,
ERR400442,,,PRJEB5162,SAMEA2297013,,,,,,S,,,S,,,,,,,S,S,S,
ERR400444,,,PRJEB5162,SAMEA2297015,,,,,,S,,,S,,,,,,,S,S,S,
ERR400445,,,PRJEB5162,SAMEA2297016,,,,,,S,,,S,,,,,,,S,S,S,
ERR400446,,,PRJEB5162,SAMEA2297017,,,,,,S,,,S,,,,,,,S,S,S,
ERR400447,,,PRJEB5162,SAMEA2297018,,,,,,S,,,S,,,,,,,S,S,S,
ERR400448,,,PRJEB5162,SAMEA2297019,,,,,,S,,,S,,,,,,,R,S,S,
ERR400449,,,PRJEB5162,SAMEA2297020,,,,,,S,,,S,,,,,,,S,S,S,
ERR400450,,,PRJEB5162,SAMEA2297021,,,,,,S,,,S,,,,,,,S,S,S,
ERR400451,,,PRJEB5162,SAMEA2297022,,,,,,S,,,S,,,,,,,S,S,S,
ERR400452,,,PRJEB5162,SAMEA2297023,,,,,,S,,,S,,,,,,,S,S,S,
ERR400453,,,PRJEB5162,SAMEA2297024,,,,,,S,,,S,,,,,,,S,S,S,
ERR400454,,,PRJEB5162,SAMEA2297025,,,,,,S,,,S,,,,,,,S,S,S,
ERR400455,,,PRJEB5162,SAMEA2297026,,,,,,S,,,S,,,,,,,S,S,S,
ERR400457,,,PRJEB5162,SAMEA2297028,,,,,,S,,,S,,,,,,,S,S,S,
ERR400458,,,PRJEB5162,SAMEA2297029,,,,,,S,,,S,,,,,,,S,S,S,
ERR400459,,,PRJEB5162,SAMEA2297030,,,,,,S,,,S,,,,,,,S,S,S,
ERR400460,,,PRJEB5162,SAMEA2297031,,,,,,S,,,S,,,,,,,R,S,S,
ERR400461,,,PRJEB5162,SAMEA2297032,,,,,,S,,,S,,,,,,,S,S,S,
ERR400462,,,PRJEB5162,SAMEA2297033,,,,,,S,,,S,,,,,,,S,S,,
ERR400463,,,PRJEB5162,SAMEA2297034,,,,,,S,,,S,,,,,,,S,S,S,
ERR400464,,,PRJEB5162,SAMEA2297035,,,,,,S,,,S,,,,,,,S,S,S,
ERR400465,,,PRJEB5162,SAMEA2297036,,,,,,S,,,S,,,,,,,S,S,S,
ERR400466,,,PRJEB5162,SAMEA2297037,,,,,,S,,,S,,,,,,,S,S,S,
ERR400467,,,PRJEB5162,SAMEA2297038,,,,,,S,,,S,,,,,,,S,S,S,
ERR400468,,,PRJEB5162,SAMEA2297039,,,,,,S,,,S,,,,,,,S,S,S,
ERR400469,S,,PRJEB5162,SAMEA2297040,S,,,,,S,,,S,S,,,S,S,,S,R,S,
ERR400470,,,PRJEB5162,SAMEA2297041,,,,,,S,,,S,,,,,,,S,S,S,
ERR400471,,,PRJEB5162,SAMEA2297042,,,,,,S,,,S,,,,,,,S,S,S,
ERR400472,,,PRJEB5162,SAMEA2297043,,,,,,S,,,S,,,,,,,S,S,S,
ERR400473,,,PRJEB5162,SAMEA2297044,,,,,,S,,,S,,,,,,,S,S,S,
ERR400474,,,PRJEB5162,SAMEA2297045,,,,,,S,,,S,,,,,,,S,S,S,
ERR400475,,,PRJEB5162,SAMEA2297046,,,,,,S,,,S,,,,,,,S,S,S,
ERR400476,,,PRJEB5162,SAMEA2297047,,,,,,S,,,S,,,,,,,S,S,S,
ERR400477,,,PRJEB5162,SAMEA2297048,,,,,,S,,,S,,,,,,,S,S,S,
ERR400478,,,PRJEB5162,SAMEA2297049,,,,,,S,,,S,,,,,,,S,S,S,
ERR400479,,,PRJEB5162,SAMEA2297050,,,,,,S,,,S,,,,,,,S,S,S,
ERR400480,,,PRJEB5162,SAMEA2297051,,,,,,S,,,S,,,,,,,S,S,S,
ERR400481,,,PRJEB5162,SAMEA2297052,,,,,,S,,,S,,,,,,,S,S,S,
ERR400483,,,PRJEB5162,SAMEA2297054,,,,,,S,,,S,,,,,,,S,S,S,
ERR400487,,,PRJEB5162,SAMEA2297058,,,,,,S,,,S,,,,,,,S,S,S,
ERR400489,,,PRJEB5162,SAMEA2297060,,,,,,S,,,S,,,,,,,S,S,S,
ERR400490,,,PRJEB5162,SAMEA2297061,,,,,,S,,,S,,,,,,,S,S,,
ERR400491,,,PRJEB5162,SAMEA2297062,,,,,,S,,,S,,,,,,,S,S,S,
ERR400492,,,PRJEB5162,SAMEA2297063,,,,,,S,,,S,,,,,,,S,S,S,
ERR400493,,,PRJEB5162,SAMEA2297064,,,,,,S,,,S,,,,,,,S,S,S,
ERR400494,,,PRJEB5162,SAMEA2297065,,,,,,S,,,S,,,,,,,S,S,S,
ERR400497,,,PRJEB5162,SAMEA2297068,,,,,,S,,,S,,,,,,,S,S,S,
ERR400498,,,PRJEB5162,SAMEA2297069,,,,,,S,,,S,,,,,,,S,S,S,
ERR400500,,,PRJEB5162,SAMEA2297071,,,,,,S,,,S,,,,,,,S,S,S,
ERR400504,S,,PRJEB5162,SAMEA2297075,S,,,,,S,,,R,S,,,S,S,,R,S,S,
ERR400505,,,PRJEB5162,SAMEA2297076,,,,,,S,,,S,,,,,,,S,S,S,
ERR400506,,,PRJEB5162,SAMEA2297077,,,,,,S,,,S,,,,,,,S,S,S,
ERR400507,,,PRJEB5162,SAMEA2297078,,,,,,S,,,S,,,,,,,S,S,S,
ERR400509,,,PRJEB5162,SAMEA2297080,,,,,,S,,,S,,,,,,,S,S,S,
ERR400510,,,PRJEB5162,SAMEA2297081,,,,,,S,,,S,,,,,,,S,S,S,
ERR400511,,,PRJEB5162,SAMEA2297082,,,,,,S,,,S,,,,,,,S,S,S,
ERR400512,,,PRJEB5162,SAMEA2297083,,,,,,S,,,S,,,,,,,S,S,S,
ERR400513,,,PRJEB5162,SAMEA2297084,,,,,,S,,,S,,,,,,,S,S,S,
ERR400514,,,PRJEB5162,SAMEA2297085,,,,,,S,,,S,,,,,,,S,S,S,
ERR400515,,,PRJEB5162,SAMEA2297086,,,,,,S,,,S,,,,,,,S,S,S,
ERR400516,,,PRJEB5162,SAMEA2297087,,,,,,S,,,S,,,,,,,S,S,S,
ERR400517,R,,PRJEB5162,SAMEA2297088,R,,,,,R,,,R,R,,,S,S,,S,,S,
ERR400518,,,PRJEB5162,SAMEA2297089,,,,,,S,,,S,,,,,,,S,S,S,
ERR400519,,,PRJEB5162,SAMEA2297090,,,,,,S,,,S,,,,,,,S,S,S,
ERR400520,,,PRJEB5162,SAMEA2297091,,,,,,S,,,S,,,,,,,S,S,S,
ERR400521,,,PRJEB5162,SAMEA2297092,,,,,,S,,,S,,,,,,,S,S,S,
ERR400523,,,PRJEB5162,SAMEA2297094,,,,,,S,,,S,,,,,,,S,S,S,
ERR400524,,,PRJEB5162,SAMEA2297095,,,,,,S,,,S,,,,,,,R,S,S,
ERR400525,,,PRJEB5162,SAMEA2297096,,,,,,S,,,S,,,,,,,S,S,S,
ERR400526,,,PRJEB5162,SAMEA2297097,,,,,,S,,,S,,,,,,,S,S,S,
ERR400528,,,PRJEB5162,SAMEA2297099,,,,,,S,,,S,,,,,,,S,S,S,
ERR400530,,,PRJEB5162,SAMEA2297101,,,,,,S,,,S,,,,,,,S,S,S,
ERR400531,,,PRJEB5162,SAMEA2297102,,,,,,S,,,S,,,,,,,S,S,S,
ERR400532,,,PRJEB5162,SAMEA2297103,,,,,,S,,,S,,,,,,,S,S,S,
ERR400533,,,PRJEB5162,SAMEA2297104,,,,,,S,,,S,,,,,,,S,S,S,
ERR400534,,,PRJEB5162,SAMEA2297105,,,,,,S,,,S,,,,,,,S,S,S,
ERR400535,,,PRJEB5162,SAMEA2297106,,,,,,S,,,S,,,,,,,S,S,S,
ERR400536,,,PRJEB5162,SAMEA2297107,,,,,,S,,,S,,,,,,,S,S,S,
ERR400537,,,PRJEB5162,SAMEA2297108,,,,,,S,,,S,,,,,,,S,S,S,
ERR400540,,,PRJEB5162,SAMEA2297111,,,,,,S,,,S,,,,,,,S,S,S,
ERR400541,,,PRJEB5162,SAMEA2297112,,,,,,S,,,S,,,,,,,S,S,S,
ERR400542,,,PRJEB5162,SAMEA2297113,,,,,,S,,,S,,,,,,,S,S,S,
ERR400543,,,PRJEB5162,SAMEA2297114,,,,,,S,,,R,,,,,,,S,S,S,
ERR400545,,,PRJEB5162,SAMEA2297116,,,,,,S,,,S,,,,,,,S,S,S,
ERR400546,,,PRJEB5162,SAMEA2297117,,,,,,S,,,S,,,,,,,S,S,S,
ERR400547,,,PRJEB5162,SAMEA2297118,,,,,,S,,,S,,,,,,,S,S,S,
ERR400549,,,PRJEB5162,SAMEA2297120,,,,,,S,,,S,,,,,,,S,S,S,
ERR400550,,,PRJEB5162,SAMEA2297121,,,,,,S,,,S,,,,,,,S,S,S,
ERR400551,,,PRJEB5162,SAMEA2297122,,,,,,S,,,S,,,,,,,S,S,S,
ERR400553,S,,PRJEB5162,SAMEA2297124,S,,,,,R,,,R,S,,,S,S,,R,R,R,
ERR400554,,,PRJEB5162,SAMEA2297125,,,,,,S,,,S,,,,,,,S,S,S,
ERR400555,,,PRJEB5162,SAMEA2297126,,,,,,S,,,S,,,,,,,S,S,S,
ERR400556,,,PRJEB5162,SAMEA2297127,,,,,,S,,,S,,,,,,,S,S,S,
ERR400557,,,PRJEB5162,SAMEA2297128,,,,,,S,,,S,,,,,,,S,S,S,
ERR400558,,,PRJEB5162,SAMEA2297129,,,,,,S,,,S,,,,,,,S,S,S,
ERR498366,,,PRJEB6276,SAMEA2517422,,,,,,S,,,S,,,,,,,S,S,S,
ERR550704,,,PRJEB9680,SAMEA2533407,,,,,,S,,,S,,,,,,,S,S,S,
ERR550738,,,PRJEB7281,SAMEA2533434,,,,,,S,,,S,,,,,,,S,S,,
ERR550791,,,PRJEB9680,SAMEA2533471,,,,,,S,,,S,,,,,,,S,S,S,
ERR550797,,,PRJEB9680,SAMEA2533476,,,,,,S,,,S,,,,,,,S,S,S,
ERR550805,,,PRJEB9680,SAMEA2533483,,,,,,S,,,S,,,,,,,S,S,S,
ERR550853,,,PRJEB9680,SAMEA2533518,,,,,,S,,,R,,,,,,,S,S,R,
ERR550871,,,PRJEB9680,SAMEA2533532,,,,,,S,,,S,,,,,,,S,S,S,
ERR550910,,,PRJEB7281,SAMEA2533555,,,,,,S,,,S,,,,,,,S,S,S,
ERR550957,,,PRJEB7281,SAMEA2533593,,,,,,S,,,S,,,,,,,S,S,S,
ERR551007,,,PRJEB7281,SAMEA2533628,,,,,,S,,,S,,,,,,,S,S,S,
ERR551029,,,PRJEB9680,SAMEA2533646,S,,,,,S,,,R,,,,,S,,S,S,R,
ERR551030,,,PRJEB9680,SAMEA2533647,,,,,,S,,,R,,,,,,,S,S,R,
ERR551090,S,,PRJEB7281,SAMEA2533692,S,,,,,,,,,,,,,S,S,S,,R,
ERR551225,,,PRJEB7281,SAMEA2533789,,,,,,S,,,S,,,,,,,S,S,S,
ERR551236,R,,PRJEB9680,SAMEA2533795,,,,,,R,,,R,R,,,,,,R,R,R,
ERR551293,,,PRJEB7281,SAMEA2533840,,,,,,S,,,R,,,,,,,S,S,S,
ERR551311,,,PRJEB7281,SAMEA2533850,,,,,,S,,,R,,,,,,S,S,R,R,
ERR551323,,,PRJEB9680,SAMEA2533858,,,,,,S,,,S,,,,,,,S,S,S,
ERR551326,,,PRJEB9680,SAMEA2533859,,,,,,S,,,S,,,,,,,S,S,S,
ERR551327,,,PRJEB9680,SAMEA2533860,,,,,,S,,,S,,,,,,,S,S,R,
ERR551426,,,PRJEB9680,SAMEA2533933,,,,,,S,,,S,,,,,,,S,S,S,
ERR551481,,,PRJEB9680,SAMEA2517433,,,,,,S,,,S,,,,,,,S,S,S,
ERR551494,,,PRJEB7281,SAMEA2533982,,,,,,,,,R,,,,,,,,R,R,
ERR551507,,,PRJEB9680,SAMEA2533992,,,,,,S,,,S,,,,,,,S,S,S,
ERR551518,,,PRJEB9680,SAMEA2533995,,,,,,S,,,S,,,,,,,S,S,S,
ERR551520,S,,PRJEB7281,SAMEA2533997,S,,,,,S,,,S,,,,,,,S,S,S,
ERR551562,,,PRJEB9680,SAMEA2534028,,,,,,S,,,S,,,,,,,S,S,S,
ERR551655,,,PRJEB9680,SAMEA2517444,,,,,,S,,,S,,,,,,,S,S,S,
ERR551661,,,PRJEB9680,SAMEA2534099,,,,,,S,,,S,,,,,,,S,S,S,
ERR551879,,,PRJEB7281,SAMEA2534262,,,,,,S,,,S,,,,,,,S,S,S,
ERR551886,,,PRJEB9680,SAMEA2534266,,,,,,S,,,S,,,,,,,S,S,S,
ERR551934,,,PRJEB7281,SAMEA2534301,,,,,,S,,,S,,,,,,,S,S,S,
ERR551990,,,PRJEB7281,SAMEA2534335,,,,,,S,,,S,,,,,,,S,S,S,
ERR552027,,,PRJEB9680,SAMEA2534361,,,,,,S,,,S,,,,,,,S,S,S,
ERR552090,S,,PRJEB7281,SAMEA2534405,S,,,,,S,,,R,,,,,S,,S,R,R,
ERR552110,,,PRJEB9680,SAMEA2534419,,,,,,S,,,S,,,,,,,S,S,S,
ERR552130,,,PRJEB7281,SAMEA2534433,,,,,,S,,,S,,,,,,,S,S,S,
ERR552136,,,PRJEB7281,SAMEA2534438,,,,,,R,,,R,,,,,,S,R,R,R,
ERR552141,,,PRJEB7281,SAMEA2534441,,,,,,R,,,R,,,,,,S,R,R,,
